,Surface Water (Total number),Flowing Water (Total number),Stagnant Water (Total number),Sediment (Total number),,,,,,
Run_1158,0.00079466,3111.701247,40927.29547,598858.3012,,,,,,
Run_1159,0.000714335,3075.458609,21610.5204,542472.862,,,,,,
Run_1160,0.11065529,59160.42737,58962.78749,11348.40288,,,,,,
Run_1161,0.111003722,59271.74688,57679.38364,5663.889225,,,,,,
Run_1162,0.112121598,59625.30814,46719.48568,8752.610461,,,,,,
Run_1163,0.112121598,59625.30814,46322.97509,8039.281173,,,,,,
Run_1164,0.112121598,59625.30811,44571.17167,5449.013041,,,,,,
Run_1165,0.112019,59586.13549,48383.45813,6203.194431,,,,,,
Run_1166,0.112033267,59607.64865,41074.90479,5988.682291,,,,,,
Run_1167,0.000856088,3120.29836,70617.39382,1156699.665,,,,,,
Run_1168,0.112121598,59625.30811,44571.17167,5449.013041,,,,,,
Run_1169,0.112439705,59761.04227,21084.12624,6384.156684,,,,,,
Run_1170,0.111170775,59412.10176,41212.66609,5184.937975,,,,,,
Run_1171,0.112439705,59761.04227,21043.59049,6144.929172,,,,,,
Run_1172,0.112439705,59761.04227,21160.73679,6855.042222,,,,,,
Run_1173,0.112439705,59761.04227,21084.12624,6384.156684,,,,,,
Run_1174,0.112531122,59795.87168,13272.63662,5541.467738,,,,,,
Run_1175,0.112488219,59770.58796,21471.73151,5931.2364,,,,,,
Run_1176,0.000945269,3184.575405,23873185.47,61109981.15,,,,,,
Run_1177,0.000908555,3178.67974,14178295.99,37710729.46,,,,,,
Run_1178,0.000807962,3140.321171,273282.5919,1537093.326,,,,,,
Run_1179,0.000807959,3140.319897,272533.5755,1535560.01,,,,,,
Run_1180,0.000807962,3140.321125,273282.5481,1537093.157,,,,,,
Run_1181,0.000787616,3138.748499,199796.1754,1537987.126,,,,,,
Run_1182,0.000915351,3181.911184,509209.2853,2074090.532,,,,,,
Run_1183,0.111566915,59551.46885,31100.81691,4076.910846,,,,,,
Run_1184,0.000807962,3140.321125,273282.5481,1537093.157,,,,,,
Run_1185,130904.1104,9517.08179,3090.418028,438392.897,,,,,,
Run_1186,147891.5345,6185.423639,676.2524061,93390.141,,,,,,
Run_1187,130904.1104,9517.081799,3963.226867,542069.6075,,,,,,
Run_1188,130904.1104,9517.081791,3180.049335,449030.5707,,,,,,
Run_1189,130904.1104,9517.08179,3090.418028,438392.897,,,,,,
Run_1190,151584.6112,4371.594102,724.6099389,62374.42703,,,,,,
Run_1191,130904.1104,9517.08179,3090.418028,438392.897,,,,,,
Run_1192,39.74072811,59959.28563,322.6420323,10607.66938,,,,,,
Run_1193,1143.902071,58855.40945,338.3281288,11691.21703,,,,,,
Run_1194,2535.90804,57382.61313,202.5939486,6568.309963,,,,,,
Run_1195,2535.90804,57382.61313,207.7188341,7159.596176,,,,,,
Run_1196,2535.90804,57382.61313,207.7549495,7163.760042,,,,,,
Run_1197,89.44637876,59816.2827,198.8642365,7002.842604,,,,,,
Run_1198,2535.90804,57382.61313,207.7549495,7163.760042,,,,,,
Run_1199,151792.1932,3755.694858,471.8245535,43395.39048,,,,,,
Run_1200,2535.90804,57382.61313,207.7549495,7163.760042,,,,,,
Run_1201,0.068447294,42205.13401,77974.81539,395727.0457,,,,,,
Run_1202,0.083657805,48393.56507,92161.68829,457621.5257,,,,,,
Run_1203,0.068447294,42205.134,77537.17275,391355.7582,,,,,,
Run_1204,0.068447294,42205.13401,78081.98078,396799.8693,,,,,,
Run_1205,0.068447294,42205.13401,77974.81539,395727.0457,,,,,,
Run_1206,0.076125004,45374.49414,82281.66765,332488.6107,,,,,,
Run_1207,0.068447294,42205.13401,77974.81539,395727.0457,,,,,,
Run_1208,0.001287455,3459.811003,59701209.2,418413690.8,,,,,,
Run_1209,0.00129159,3459.945065,66425829.83,418021868.4,,,,,,
Run_1210,0.001313909,3468.975297,492935542.8,2692806696,,,,,,
Run_1211,0.001311703,3468.269688,492933185.9,2692793026,,,,,,
Run_1212,0.001312513,3468.535959,492934671,2692801908,,,,,,
Run_1213,0.001308346,3467.721877,454555965.8,2696781794,,,,,,
Run_1214,0.001312513,3468.535959,492934671,2692801908,,,,,,
Run_1215,0.089304218,50639.25528,93535.82729,372061.1383,,,,,,
Run_1216,0.001312513,3468.535959,492934671,2692801908,,,,,,
Run_1217,0.001878605,3701.825306,108560676.4,506147793.1,,,,,,
Run_1218,0.001900022,3705.517518,350430292,1408032406,,,,,,
Run_1219,0.001880323,3702.492543,109871153.5,509785745.2,,,,,,
Run_1220,0.001879891,3702.350203,109869926,509781887.8,,,,,,
Run_1221,0.001878605,3701.825306,108560676.4,506147793.1,,,,,,
Run_1222,0.001856053,3701.377408,92184378.78,506910878.4,,,,,,
Run_1223,0.00250712,3907.858995,265700280.7,970070797.6,,,,,,
Run_1224,0.000990485,3173.861492,117694.7345,915760.2854,,,,,,
Run_1225,0.000993605,3184.075203,147932.9993,1015322.58,,,,,,
Run_1226,0.0010752,3209.307017,290491.9016,1551096.405,,,,,,
Run_1227,0.001075201,3209.307246,290497.369,1551130.079,,,,,,
Run_1228,0.001075201,3209.307404,290500.7135,1551151.64,,,,,,
Run_1229,0.001161475,3235.288657,336246.3609,1547478.543,,,,,,
Run_1230,0.00098191,3171.229742,192955.8901,1368192.398,,,,,,
Run_1231,0.002524442,3920.256316,762438961.9,2804368523,,,,,,
Run_1232,0.001075201,3209.307404,290500.7135,1551151.64,,,,,,
Run_1233,45208.87055,17090.09116,425.541166,22033.90888,,,,,,
Run_1234,42923.33466,19268.56904,434.3312745,22585.05991,,,,,,
Run_1235,45208.87052,17090.09116,424.2052556,21858.43036,,,,,,
Run_1236,45208.87052,17090.09116,389.8015624,17254.98406,,,,,,
Run_1237,45208.87055,17090.09116,425.541166,22033.90888,,,,,,
Run_1238,0.058963009,37301.30084,405575.7919,1009237.84,,,,,,
Run_1239,49325.81293,14443.70665,427.9891247,27984.49315,,,,,,
Run_1240,10.80889655,59863.51792,590.6762822,4172.296,,,,,,
Run_1241,0.112741016,59856.46404,1796.714139,3557.063207,,,,,,
Run_1242,0.112795086,59867.23026,1655.715767,4161.170307,,,,,,
Run_1243,0.112795086,59867.23026,1684.102721,5095.315276,,,,,,
Run_1244,0.112795086,59867.23026,1639.95402,3649.804693,,,,,,
Run_1245,9.395118267,59861.33069,449.5985716,3603.931438,,,,,,
Run_1246,0.112860111,59879.86558,1683.987974,3077.997111,,,,,,
Run_1247,0.057530909,36245.40204,487403.9349,1097130.127,,,,,,
Run_1248,0.112795086,59867.23026,1639.95402,3649.804693,,,,,,
Run_1249,0.001037092,3217.720773,17806030.06,37299836.17,,,,,,
Run_1250,0.001103478,3246.467125,30370937.89,63652924.18,,,,,,
Run_1251,0.001037004,3217.69233,17805815.01,37299349.89,,,,,,
Run_1252,0.001037059,3217.710623,17806010.34,37299797.81,,,,,,
Run_1253,0.001037092,3217.720773,17806030.06,37299836.17,,,,,,
Run_1254,0.000937076,3183.828118,14433101.91,38328125.86,,,,,,
Run_1255,0.000768324,3127.399289,3285802.123,12352123.89,,,,,,
Run_1256,0.001037092,3217.720773,17806030.06,37299836.17,,,,,,
Run_1257,0.000701104,3091.410843,2484608.978,12546562.31,,,,,,
Run_1258,0.000702686,3091.568658,4345211.832,20542815.82,,,,,,
Run_1259,0.000702673,3091.564313,4345172.959,20542632.26,,,,,,
Run_1260,0.000702655,3091.558084,4344295.503,20538089.7,,,,,,
Run_1261,0.000818205,3154.230481,5616763.772,20014122.73,,,,,,
Run_1262,0.000944143,3184.504117,25427035.23,66266781.15,,,,,,
Run_1263,0.000702655,3091.558084,4344295.503,20538089.7,,,,,,
Run_1264,0.000702655,3091.558084,4344295.503,20538089.7,,,,,,
Run_1265,0.109960805,58926.66,68131.93974,9152.146064,,,,,,
Run_1266,0.11116096,59324.49862,61694.8219,9588.625835,,,,,,
Run_1267,0.109960805,58926.66,68109.97165,9139.260582,,,,,,
Run_1268,0.109960805,58926.66,68120.26689,9145.299074,,,,,,
Run_1269,0.109960805,58926.66,68131.93974,9152.146064,,,,,,
Run_1270,0.109498751,58749.34024,71030.65177,10684.8402,,,,,,
Run_1271,0.109834512,58900.60966,60915.0933,9424.623853,,,,,,
Run_1272,0.023297298,21302.66937,35822.16892,248953.489,,,,,,
Run_1273,0.013045217,15390.11262,28592.79989,266896.5706,,,,,,
Run_1274,0.027849192,23809.55101,50014.4319,422348.7154,,,,,,
Run_1275,0.027849192,23809.55101,50007.83021,422267.8474,,,,,,
Run_1276,0.027849192,23809.55101,49997.3914,422140.1086,,,,,,
Run_1277,0.034967279,27365.00962,57067.83916,396218.0682,,,,,,
Run_1278,0.034835942,27213.97517,48832.19488,391268.565,,,,,,
Run_1279,0.110769051,59196.26984,58701.69664,11754.89878,,,,,,
Run_1280,0.027849192,23809.55101,49997.3914,422140.1086,,,,,,
Run_1281,46510.56987,15427.17068,132.5737431,7566.238453,,,,,,
Run_1282,24903.80525,36115.18895,151.2725261,18276.18661,,,,,,
Run_1283,46510.56987,15427.17068,135.9188644,8284.670904,,,,,,
Run_1284,46510.56987,15427.17068,142.9897452,9768.047071,,,,,,
Run_1285,46510.56987,15427.17068,132.5737431,7566.238453,,,,,,
Run_1286,0.000729997,3080.66742,13497.96623,358716.8251,,,,,,
Run_1287,53031.51015,11800.15241,148.88003,8485.118273,,,,,,
Run_1288,46510.56987,15427.17068,132.5737431,7566.238453,,,,,,
Run_1289,0.000823269,3128.160406,31706.45086,417596.1245,,,,,,
Run_1290,0.001173401,3238.768867,600889.7942,2550495.845,,,,,,
Run_1291,0.001173392,3238.76541,593140.0439,2528754.504,,,,,,
Run_1292,0.001173402,3238.769056,600892.5959,2550512.581,,,,,,
Run_1293,32416.56157,30400.45816,165.1503009,30330.44652,,,,,,
Run_1294,0.00090381,3134.512817,196261.3297,1778074.106,,,,,,
Run_1295,0.001173402,3238.769056,600892.5959,2550512.581,,,,,,
Run_1296,0.001173402,3238.769056,600892.5959,2550512.581,,,,,,
Run_1297,0.001918875,3715.766826,719469311.3,2963250327,,,,,,
Run_1298,0.00183656,3700.356499,21598751.15,151286157.1,,,,,,
Run_1299,0.001907054,3711.535042,717063629.9,2953423881,,,,,,
Run_1300,0.001919345,3715.906447,719469380.8,2963250574,,,,,,
Run_1301,0.001918875,3715.766826,719469311.3,2963250327,,,,,,
Run_1302,832598.1947,5234.481585,2168.588177,363719.461,,,,,,
Run_1303,0.001296232,3462.022128,159161587.9,970721436.5,,,,,,
Run_1304,0.001918875,3715.766826,719469311.3,2963250327,,,,,,
Run_1305,466666.1462,4195.490686,941.2539185,133057.1085,,,,,,
Run_1306,466564.9999,4059.852728,723.8425258,66029.07922,,,,,,
Run_1307,466564.9999,4059.852728,680.9931482,55464.32461,,,,,,
Run_1308,466564.9999,4059.852728,696.9795606,59445.97927,,,,,,
Run_1309,0.001275162,3458.608564,5093303.573,57028921,,,,,,
Run_1310,832521.4175,5069.292471,1656.938771,139705.8087,,,,,,
Run_1311,466564.9999,4059.852728,696.9795606,59445.97927,,,,,,
Run_1312,466564.9999,4059.852728,696.9795606,59445.97927,,,,,,
Run_1313,0.067410185,41723.22004,104685.0425,684489.5209,,,,,,
Run_1314,0.047629576,33231.10681,75912.48652,540671.9888,,,,,,
Run_1315,0.067410185,41723.22011,107217.6099,707112.4951,,,,,,
Run_1316,0.067410185,41723.22011,107129.6202,706322.5369,,,,,,
Run_1317,0.067410185,41723.22004,104685.0425,684489.5209,,,,,,
Run_1318,0.095749668,53064.82985,110508.5673,280589.3386,,,,,,
Run_1319,0.063699457,40080.63928,124230.7489,754318.6949,,,,,,
Run_1320,0.067410185,41723.22004,104685.0425,684489.5209,,,,,,
Run_1321,0.094263375,52353.01464,133354.2333,334961.7397,,,,,,
Run_1322,0.082116432,47642.31725,114909.4384,291622.9491,,,,,,
Run_1323,0.082116432,47642.31724,114994.6421,292000.0453,,,,,,
Run_1324,0.082116432,47642.31728,115985.6551,296392.6513,,,,,,
Run_1325,0.043483641,31300.87388,87630.2317,598773.5055,,,,,,
Run_1326,0.084573502,48730.09874,101291.9902,267036.2143,,,,,,
Run_1327,0.082116432,47642.31728,115985.6551,296392.6513,,,,,,
Run_1328,0.082116432,47642.31728,115985.6551,296392.6513,,,,,,
Run_1329,0.000929697,3183.094244,4883942.894,13721599.37,,,,,,
Run_1330,0.000998518,3203.206534,50100229.15,127366831.1,,,,,,
Run_1331,0.000929698,3183.094665,4883943.118,13721599.92,,,,,,
Run_1332,0.000929666,3183.084224,4883892.223,13721491.98,,,,,,
Run_1333,0.000929697,3183.094244,4883942.894,13721599.37,,,,,,
Run_1334,0.000856828,3177.472365,2647223.117,13833027.12,,,,,,
Run_1335,0.00081632,3141.003386,2527281.088,9211246.859,,,,,,
Run_1336,0.000929697,3183.094244,4883942.894,13721599.37,,,,,,
Run_1337,0.000773613,3137.69546,1396435.096,9264862.255,,,,,,
Run_1338,0.000804217,3140.347438,18117525.71,80792180.82,,,,,,
Run_1339,0.000804331,3140.384034,18117613.37,80792603.68,,,,,,
Run_1340,0.000804245,3140.356626,18117575.45,80792434.17,,,,,,
Run_1341,0.00086066,3155.822572,25597038.67,78815032.69,,,,,,
Run_1342,0.000908352,3182.020088,35579418.23,131270668.4,,,,,,
Run_1343,0.000804245,3140.356626,18117575.45,80792434.17,,,,,,
Run_1344,0.000804245,3140.356626,18117575.45,80792434.17,,,,,,
Run_1345,0.112395655,59771.70913,11726.30462,3481.32298,,,,,,
Run_1346,0.112186116,59723.83386,14708.41373,3225.774148,,,,,,
Run_1347,0.112395655,59771.70912,11922.74078,5234.295545,,,,,,
Run_1348,0.112395655,59771.70912,11791.83395,3996.868309,,,,,,
Run_1349,0.112395655,59771.70913,11726.30462,3481.32298,,,,,,
Run_1350,0.111811726,59549.04786,41642.95202,7586.436336,,,,,,
Run_1351,0.112545095,59800.85498,11867.77135,2838.96911,,,,,,
Run_1352,0.002945668,3926.437731,731765318.4,1665733476,,,,,,
Run_1353,0.001285258,3460.001406,67636288.8,503241507.2,,,,,,
Run_1354,0.001276586,3458.663124,13605581.69,146873753.4,,,,,,
Run_1355,0.001277081,3458.89997,18100450.53,170706702.5,,,,,,
Run_1356,0.001277097,3458.904961,18100454.47,170706728.3,,,,,,
Run_1357,0.001338625,3462.23109,44009894.66,169076527.3,,,,,,
Run_1358,0.002430931,3907.362733,190485982.7,920086406.8,,,,,,
Run_1359,0.111566092,59455.31754,56744.47501,9372.928883,,,,,,
Run_1360,0.001277097,3458.904961,18100454.47,170706728.3,,,,,,
Run_1361,0.000811956,3141.000089,21566249.02,89260390.31,,,,,,
Run_1362,0.000806994,3140.480635,13585968.65,56584087.77,,,,,,
Run_1363,0.000812023,3141.021633,21566317.94,89260713.72,,,,,,
Run_1364,0.000812057,3141.03206,21566328.46,89260756.77,,,,,,
Run_1365,0.000811956,3141.000089,21566249.02,89260390.31,,,,,,
Run_1366,0.001149538,3297.713145,33312773.35,83463017.75,,,,,,
Run_1367,0.000811956,3141.000089,21566249.02,89260390.31,,,,,,
Run_1368,0.077228086,45741.87552,114442.8008,640113.9597,,,,,,
Run_1369,0.10618184,57033.3836,111045.7819,153514.537,,,,,,
Run_1370,0.104819577,56531.56573,110265.7634,150007.1504,,,,,,
Run_1371,0.104819577,56531.56572,109952.8924,148831.17,,,,,,
Run_1372,0.104819577,56531.56574,110475.3165,150795.1871,,,,,,
Run_1373,0.072379949,43780.22059,109565.6798,623360.1541,,,,,,
Run_1374,0.104819577,56531.56574,110475.3165,150795.1871,,,,,,
Run_1375,0.001064656,3256.669921,21816455.85,53464822.03,,,,,,
Run_1376,0.104819577,56531.56574,110475.3165,150795.1871,,,,,,
Run_1377,0.089289989,50640.45321,92557.97835,330573.0855,,,,,,
Run_1378,0.084485626,48742.55383,88477.19747,316760.6002,,,,,,
Run_1379,0.089289989,50640.45321,92827.63384,332737.7794,,,,,,
Run_1380,0.089289989,50640.45317,91398.97614,321286.4423,,,,,,
Run_1381,0.089289989,50640.45321,92557.97835,330573.0855,,,,,,
Run_1382,1335.902788,58547.99106,364.2345408,8318.718279,,,,,,
Run_1383,0.082661934,47826.97636,129734.3883,446144.1898,,,,,,
Run_1384,0.000700702,3091.415028,4081129.697,21062682.32,,,,,,
Run_1385,152153.92,4137.619401,800.5239432,39190.83325,,,,,,
Run_1386,152162.7079,4019.125285,747.498616,34558.12321,,,,,,
Run_1387,152162.7079,4019.125285,773.8458758,38288.66504,,,,,,
Run_1388,152162.7079,4019.125285,765.302026,37083.0209,,,,,,
Run_1389,0.000925383,3182.909868,12769759.35,37236422.93,,,,,,
Run_1390,103395.4107,3606.643483,391.0277897,12851.51635,,,,,,
Run_1391,2234.262716,57722.2577,266.3659329,9003.780752,,,,,,
Run_1392,152162.7079,4019.125285,765.302026,37083.0209,,,,,,
Run_1393,1228129.556,7810.215367,5485.888655,126495.7705,,,,,,
Run_1394,1225908.001,7231.720962,4654.403909,104797.2032,,,,,,
Run_1395,1228129.556,7810.215366,5363.210144,116783.5691,,,,,,
Run_1396,1228129.556,7810.215367,5506.147406,128100.4232,,,,,,
Run_1397,1228129.556,7810.215367,5485.888655,126495.7705,,,,,,
Run_1398,0.002479054,3905.927361,101253356.1,421809419.2,,,,,,
Run_1399,468289.9147,4476.325406,1422.482314,21390.47392,,,,,,
Run_1400,35.65383828,59718.46257,323.6252306,3764.809061,,,,,,
Run_1401,0.111700873,59528.65417,47138.10775,6415.624716,,,,,,
Run_1402,0.110768109,59240.74186,57652.71464,6133.628678,,,,,,
Run_1403,0.11076811,59240.74186,57263.54572,5920.838587,,,,,,
Run_1404,0.11076811,59240.74187,57467.48225,6032.143741,,,,,,
Run_1405,64.65487678,59652.87222,356.9537446,2310.465268,,,,,,
Run_1406,0.110581494,59203.1418,49533.67932,6419.982966,,,,,,
Run_1407,0.00126997,3458.490599,713534.4946,12013163.28,,,,,,
Run_1408,0.11076811,59240.74187,57467.48225,6032.143741,,,,,,
Run_1409,0.110862624,59263.56267,51134.26315,9045.838056,,,,,,
Run_1410,0.111288472,59397.69972,48049.99807,9364.868102,,,,,,
Run_1411,0.110862624,59263.56267,51234.76668,9137.894717,,,,,,
Run_1412,0.110862624,59263.56263,48875.35056,7068.418909,,,,,,
Run_1413,0.110862624,59263.56267,51134.26315,9045.838056,,,,,,
Run_1414,0.110826695,59249.82376,51562.00492,9223.448308,,,,,,
Run_1415,0.110932521,59277.80454,54656.65021,8795.726134,,,,,,
Run_1416,0.000861668,3141.270141,51907.38673,566450.3104,,,,,,
Run_1417,0.000808497,3116.337889,35877.55833,526919.0591,,,,,,
Run_1418,0.000866828,3135.399473,57596.09004,704506.8041,,,,,,
Run_1419,0.000866829,3135.400104,65037.17224,731623.1539,,,,,,
Run_1420,0.000866829,3135.399849,64915.51406,731158.503,,,,,,
Run_1421,0.000873689,3137.59661,66052.29646,731102.7243,,,,,,
Run_1422,0.000926132,3162.548653,94406.95543,798866.4019,,,,,,
Run_1423,0.11132815,59400.70894,50988.20538,8441.110655,,,,,,
Run_1424,0.000866829,3135.399849,64915.51406,731158.503,,,,,,
Run_1425,0.016910156,16785.75497,359621.8673,1331371.138,,,,,,
Run_1426,0.019491675,18273.1595,416934.6056,1487975.334,,,,,,
Run_1427,0.016910156,16785.75501,359847.8648,1331967.852,,,,,,
Run_1428,0.016910156,16785.75499,359740.1742,1331683.136,,,,,,
Run_1429,0.016910156,16785.75497,359621.8673,1331371.138,,,,,,
Run_1430,0.008572715,11268.33296,323581.5698,1414341.922,,,,,,
Run_1431,0.021810348,19808.40214,276148.8822,1221129.377,,,,,,
Run_1432,0.112653177,59836.49182,3685.562531,4837.304891,,,,,,
Run_1433,0.112720173,59847.00126,5290.210577,4248.151922,,,,,,
Run_1434,0.112761371,59855.7213,4883.84779,4306.79483,,,,,,
Run_1435,0.112761371,59855.72131,4884.313668,4316.040095,,,,,,
Run_1436,0.112761371,59855.72131,4884.666192,4323.038917,,,,,,
Run_1437,0.112773514,59860.35224,3450.228967,4251.194307,,,,,,
Run_1438,0.112685794,59841.01702,4855.975014,5053.041584,,,,,,
Run_1439,0.013137683,14683.02265,273384.6347,1470767.7,,,,,,
Run_1440,0.112761371,59855.72131,4884.666192,4323.038917,,,,,,
Run_1441,0.093620716,52237.03568,115300.528,353285.2242,,,,,,
Run_1442,0.082543899,47916.64298,102809.3234,317686.0621,,,,,,
Run_1443,0.093620716,52237.03568,115493.8506,354463.7871,,,,,,
Run_1444,0.093620716,52237.03568,115354.1534,353612.1105,,,,,,
Run_1445,0.093620716,52237.03568,115300.528,353285.2242,,,,,,
Run_1446,0.092602736,51841.66973,115428.2217,369964.3666,,,,,,
Run_1447,0.093620716,52237.03568,115300.528,353285.2242,,,,,,
Run_1448,0.000827737,3142.246347,22796639.08,75027704.59,,,,,,
Run_1449,0.00082679,3142.173097,22459441.68,75062957.04,,,,,,
Run_1450,0.00081532,3140.975311,5164047.255,18576007.51,,,,,,
Run_1451,0.000815322,3140.976201,5164047.76,18576009.06,,,,,,
Run_1452,0.000815323,3140.976405,5164047.862,18576009.47,,,,,,
Run_1453,0.0008167,3141.083332,5265328.777,18569497.66,,,,,,
Run_1454,0.000815323,3140.976405,5164047.862,18576009.47,,,,,,
Run_1455,0.081106335,47342.74987,102431.7104,332437.4702,,,,,,
Run_1456,0.000815323,3140.976405,5164047.862,18576009.47,,,,,,
Run_1457,0.001276795,3459.284866,37884281.51,345551914.2,,,,,,
Run_1458,0.001244827,3458.253958,88080.69611,3878469.215,,,,,,
Run_1459,0.001276459,3459.169463,37874884.94,345497667.5,,,,,,
Run_1460,0.001276834,3459.296864,37884295.13,345552001.8,,,,,,
Run_1461,0.001276795,3459.284866,37884281.51,345551914.2,,,,,,
Run_1462,0.001276346,3459.272188,37464549.29,345576473.9,,,,,,
Run_1463,0.00242967,3911.567181,404380864.3,1970507339,,,,,,
Run_1464,0.050548453,34501.9226,65479.86459,506440.8095,,,,,,
Run_1465,0.038009347,28755.74526,79531.78893,602612.1335,,,,,,
Run_1466,0.005027022,9255.512914,17150.69343,179143.1266,,,,,,
Run_1467,0.005027022,9255.512907,17135.8604,178923.0682,,,,,,
Run_1468,0.005027022,9255.512909,17142.65721,179019.5523,,,,,,
Run_1469,0.005212541,9432.470529,17463.82179,178954.4438,,,,,,
Run_1470,0.008235461,11863.99623,19352.12419,175997.1728,,,,,,
Run_1471,0.002219033,3901.582965,656309.1801,14539471.33,,,,,,
Run_1472,0.005027022,9255.512909,17142.65721,179019.5523,,,,,,
Run_1473,0.000899719,3153.917624,106882.8097,917207.4564,,,,,,
