,Surface Water (Total number),Flowing Water (Total number),Stagnant Water (Total number),Sediment (Total number),,,,,,
Run_3083,0.077712288,46035.74395,80334.76155,238979.1168,,,,,,
Run_3084,0.077712288,46035.74396,80604.99317,240856.4546,,,,,,
Run_3085,0.072354538,43839.80332,77528.4521,274403.0906,,,,,,
Run_3086,0.068828818,42289.30001,101010.2745,309841.8769,,,,,,
Run_3087,0.112048188,59642.15677,36564.97697,5706.754148,,,,,,
Run_3088,0.077712288,46035.74396,80604.99317,240856.4546,,,,,,
Run_3089,130320.375,3390.933903,82.39895304,1764.828084,,,,,,
Run_3090,130168.9298,3530.926598,73.65051443,1634.470056,,,,,,
Run_3091,130320.375,3390.933903,82.09794267,1741.756477,,,,,,
Run_3092,130320.375,3390.933903,81.25680098,1677.298386,,,,,,
Run_3093,130320.375,3390.933903,82.39895304,1764.828084,,,,,,
Run_3094,0.000782051,3138.388369,3301996.459,18400971.16,,,,,,
Run_3095,130320.375,3390.933903,82.39895304,1764.828084,,,,,,
Run_3096,130320.375,3390.933903,82.39895304,1764.828084,,,,,,
Run_3097,0.000782026,3138.380062,3301920.174,18400652.38,,,,,,
Run_3098,0.000797435,3139.724997,11792618.67,54804670.25,,,,,,
Run_3099,0.000797466,3139.734927,11792631.08,54804723.29,,,,,,
Run_3100,0.000797389,3139.70999,11792495.12,54804042.57,,,,,,
Run_3101,130168.9298,3530.926598,71.56395276,1461.731185,,,,,,
Run_3102,0.000797389,3139.70999,11792495.12,54804042.57,,,,,,
Run_3103,0.000797389,3139.70999,11792495.12,54804042.57,,,,,,
Run_3104,0.000797389,3139.70999,11792495.12,54804042.57,,,,,,
Run_3105,0.003965492,7125.184667,372855.7723,1729931.387,,,,,,
Run_3106,0.002746199,5659.641745,273042.1694,1300576.787,,,,,,
Run_3107,0.003965496,7125.185897,375647.4941,1738244.339,,,,,,
Run_3108,0.003965492,7125.184449,371157.6075,1725292.194,,,,,,
Run_3109,0.003965492,7125.184667,372855.7723,1729931.387,,,,,,
Run_3110,0.001052105,3192.216436,438769.7594,2430530.889,,,,,,
Run_3111,0.003748746,6577.381783,511567.0531,1864236.137,,,,,,
Run_3112,0.003965492,7125.184667,372855.7723,1729931.387,,,,,,
Run_3113,0.001169067,3237.46926,674802.847,2866432.098,,,,,,
Run_3114,0.00110407,3218.054724,382708.9798,1887227.944,,,,,,
Run_3115,0.001104074,3218.056431,386107.5015,1896358.354,,,,,,
Run_3116,0.001104074,3218.056348,386105.1271,1896345.413,,,,,,
Run_3117,0.002705819,5278.995693,381834.5542,1400935.706,,,,,,
Run_3118,0.001003702,3177.803278,254808.2168,1652734.19,,,,,,
Run_3119,0.001104074,3218.056348,386105.1271,1896345.413,,,,,,
Run_3120,0.001104074,3218.056348,386105.1271,1896345.413,,,,,,
Run_3121,0.001274264,3458.700429,9257128.301,99214500.69,,,,,,
Run_3122,0.001257244,3458.37003,391779.6784,9968961.216,,,,,,
Run_3123,0.001274266,3458.70117,9257128.836,99214503.85,,,,,,
Run_3124,0.001274263,3458.700204,9257128.276,99214499.69,,,,,,
Run_3125,0.001274264,3458.700429,9257128.301,99214500.69,,,,,,
Run_3126,0.001820632,3498.057215,50516836.2,95615037.01,,,,,,
Run_3127,0.001833002,3700.696298,39672657.5,271292083.1,,,,,,
Run_3128,0.001274264,3458.700429,9257128.301,99214500.69,,,,,,
Run_3129,0.002935784,3771.766641,178115770,257454100.5,,,,,,
Run_3130,0.002241051,3719.915252,10347664.84,23398639.8,,,,,,
Run_3131,0.002241055,3719.916295,10347665.39,23398640.75,,,,,,
Run_3132,0.002241054,3719.916097,10347665.29,23398640.58,,,,,,
Run_3133,0.001776297,3699.411359,1519612.067,23794571.19,,,,,,
Run_3134,0.001467653,3470.776969,2998106.624,9865143.729,,,,,,
Run_3135,0.002241054,3719.916097,10347665.29,23398640.58,,,,,,
Run_3136,0.002241054,3719.916097,10347665.29,23398640.58,,,,,,
Run_3137,0.039496142,29465.69594,78852.53268,547797.2956,,,,,,
Run_3138,0.057207857,37344.18872,113994.5519,709179.0809,,,,,,
Run_3139,0.039496142,29465.69586,76655.52012,530537.5573,,,,,,
Run_3140,0.039496141,29465.69559,59713.97287,393703.8878,,,,,,
Run_3141,0.039496142,29465.69594,78852.53268,547797.2956,,,,,,
Run_3142,2158.816734,57763.15799,212.7363127,7204.676208,,,,,,
Run_3143,0.039496142,29465.69594,78852.53268,547797.2956,,,,,,
Run_3144,0.00092925,3163.535344,158503.5239,1188097.179,,,,,,
Run_3145,56218.83918,9161.431849,162.4406795,6205.203367,,,,,,
Run_3146,50850.33273,13857.2685,237.9767613,17592.03217,,,,,,
Run_3147,50850.33273,13857.2685,286.5134932,29804.59613,,,,,,
Run_3148,50850.33273,13857.2685,207.536324,7938.643981,,,,,,
Run_3149,0.001067527,3206.900052,44311.44625,793201.3322,,,,,,
Run_3150,50850.33273,13857.2685,207.536324,7938.643981,,,,,,
Run_3151,1361.095525,58607.57432,225.3042284,2616.064918,,,,,,
Run_3152,50850.33273,13857.2685,207.536324,7938.643981,,,,,,
Run_3153,0.000734189,3108.492293,7444078.937,31443924.95,,,,,,
Run_3154,0.000695099,3090.917162,218939.1971,1861744.695,,,,,,
Run_3155,0.000734175,3108.487321,7443611.599,31441417.08,,,,,,
Run_3156,0.000734244,3108.510773,7444235.778,31444691.76,,,,,,
Run_3157,0.000734189,3108.492293,7444078.937,31443924.95,,,,,,
Run_3158,0.000700719,3091.441458,6029807.908,31811815.66,,,,,,
Run_3159,0.000734189,3108.492293,7444078.937,31443924.95,,,,,,
Run_3160,0.112699562,59824.04838,16228.83655,4953.602305,,,,,,
Run_3161,0.112566287,59773.2173,27991.26358,6719.065611,,,,,,
Run_3162,0.111407225,59432.87013,53169.26954,6939.313516,,,,,,
Run_3163,0.111407224,59432.87012,52679.90691,6528.221892,,,,,,
Run_3164,0.111407224,59432.87009,53152.23762,6924.828654,,,,,,
Run_3165,0.111837534,59597.42317,35920.80464,4768.641393,,,,,,
Run_3166,0.111407224,59432.87009,53152.23762,6924.828654,,,,,,
Run_3167,0.000685094,3090.140744,153699.6145,1863034.439,,,,,,
Run_3168,0.111407224,59432.87009,53152.23762,6924.828654,,,,,,
Run_3169,5.030720117,59836.23645,683.8767414,4649.563623,,,,,,
Run_3170,6.745194748,59806.62486,720.1924049,4250.701913,,,,,,
Run_3171,5.030720117,59836.23645,684.7175875,4678.878866,,,,,,
Run_3172,5.030720115,59836.23644,683.7607993,4645.521435,,,,,,
Run_3173,5.030720117,59836.23645,683.8767414,4649.563623,,,,,,
Run_3174,0.112060852,59615.1123,43268.55547,10471.97329,,,,,,
Run_3175,5.033064832,59852.25458,802.0027345,3978.511581,,,,,,
Run_3176,832938.5165,5256.014339,2329.638295,350752.1451,,,,,,
Run_3177,0.00129122,3461.892489,154702624.1,1067653608,,,,,,
Run_3178,0.001281379,3459.501937,45620998.41,371674995.4,,,,,,
Run_3179,0.001281431,3459.517855,45621008.39,371675055.8,,,,,,
Run_3180,0.001281428,3459.516819,45621007.87,371675052.5,,,,,,
Run_3181,466689.0652,4092.902901,882.3737659,113064.7041,,,,,,
Run_3182,0.001859587,3704.331417,201802935.5,1086916001,,,,,,
Run_3183,0.111813479,59528.93174,53717.32993,9772.956109,,,,,,
Run_3184,0.001281428,3459.516819,45621007.87,371675052.5,,,,,,
Run_3185,0.000751369,3087.670084,17186.06265,401082.7598,,,,,,
Run_3186,0.000933912,3143.294696,332837.7792,2577446.438,,,,,,
Run_3187,0.000751369,3087.670073,17185.35736,401074.8841,,,,,,
Run_3188,0.000751369,3087.670083,17186.00481,401082.1124,,,,,,
Run_3189,0.000751369,3087.670084,17186.06265,401082.7598,,,,,,
Run_3190,0.000902583,3134.298275,29408.13621,400556.6775,,,,,,
Run_3191,0.000814707,3118.398082,28330.29614,434071.6737,,,,,,
Run_3192,0.041909832,30585.61278,52228.27108,261015.768,,,,,,
Run_3193,0.074488936,44721.61614,82659.88382,152689.8464,,,,,,
Run_3194,0.102651991,55702.25279,112708.0656,205462.9826,,,,,,
Run_3195,0.102651991,55702.25277,111939.1606,201927.3354,,,,,,
Run_3196,0.102651991,55702.25277,111718.4946,200913.534,,,,,,
Run_3197,0.083164387,48127.69056,114205.832,517503.597,,,,,,
Run_3198,0.104065739,56371.21562,95381.53444,162985.9527,,,,,,
Run_3199,0.002065809,4694.576403,579712.977,2572022.661,,,,,,
Run_3200,0.102651991,55702.25277,111718.4946,200913.534,,,,,,
Run_3201,2691.561074,57080.90511,203.6858916,4606.705628,,,,,,
Run_3202,1166.347269,58702.16497,336.9091936,7611.141069,,,,,,
Run_3203,2691.561074,57080.90511,203.6858916,4606.705628,,,,,,
Run_3204,2691.561074,57080.90511,204.1835655,4645.999567,,,,,,
Run_3205,2691.561074,57080.90511,203.6858916,4606.705628,,,,,,
Run_3206,0.076040989,45368.33887,76423.12087,179115.1563,,,,,,
Run_3207,2691.561074,57080.90511,203.6858916,4606.705628,,,,,,
Run_3208,103198.4225,3346.897406,203.9700555,13701.37509,,,,,,
Run_3209,0.000694947,3090.905746,232485.4139,1962088.317,,,,,,
Run_3210,0.000703198,3091.587863,3202144.734,14583525.01,,,,,,
Run_3211,0.000703194,3091.586558,3202138.209,14583499.54,,,,,,
Run_3212,0.000703198,3091.587863,3202144.734,14583525.01,,,,,,
Run_3213,103079.6326,3693.020428,347.4563672,24060.98012,,,,,,
Run_3214,0.000703198,3091.587863,3202144.734,14583525.01,,,,,,
Run_3215,0.095388589,53042.94265,92477.32252,214319.2188,,,,,,
Run_3216,0.000703198,3091.587863,3202144.734,14583525.01,,,,,,
Run_3217,0.001946465,3724.174507,1150346140,4386706712,,,,,,
Run_3218,0.001829406,3699.998714,7482530.341,61950671.76,,,,,,
Run_3219,0.001946465,3724.174507,1150346140,4386706712,,,,,,
Run_3220,0.001948627,3724.839703,1150346920,4386709472,,,,,,
Run_3221,0.001946465,3724.174507,1150346140,4386706712,,,,,,
Run_3222,0.001904072,3719.104968,923853546.8,4413912638,,,,,,
Run_3223,0.0026683,3963.877738,2872565409,8884078493,,,,,,
Run_3224,0.080218686,46969.58824,107515.3481,437765.9228,,,,,,
Run_3225,0.057150374,37318.36393,115515.1475,725085.7073,,,,,,
Run_3226,0.016537728,17579.70618,37766.64304,320203.6124,,,,,,
Run_3227,0.016537728,17579.70618,37732.05381,319803.6768,,,,,,
Run_3228,0.016537728,17579.70618,37766.64304,320203.6124,,,,,,
Run_3229,0.035206166,27484.27485,58563.3239,278010.0787,,,,,,
Run_3230,0.019256482,19171.00474,36984.28819,312857.4486,,,,,,
Run_3231,0.002305164,3902.542548,11420843.87,111610250,,,,,,
Run_3232,0.016537728,17579.70618,37766.64304,320203.6124,,,,,,
Run_3233,0.112376934,59710.00165,35710.94409,9928.682984,,,,,,
Run_3234,0.111560363,59462.28973,50837.69755,10441.79745,,,,,,
Run_3235,0.112376934,59710.00163,35741.03905,10038.17241,,,,,,
Run_3236,0.112376933,59710.00159,35641.2674,9678.585612,,,,,,
Run_3237,0.112376934,59710.00165,35710.94409,9928.682984,,,,,,
Run_3238,0.112492925,59754.21234,28721.4232,8163.548652,,,,,,
Run_3239,0.112376934,59710.00165,35710.94409,9928.682984,,,,,,
Run_3240,0.001050289,3191.651149,611964.4653,3343152.525,,,,,,
Run_3241,0.001105357,3207.811,681690.627,3332457.48,,,,,,
Run_3242,0.000963208,3165.548941,130493.4736,1039215.074,,,,,,
Run_3243,0.000963208,3165.549127,130498.7025,1039253.837,,,,,,
Run_3244,0.000963208,3165.549071,130497.2935,1039243.006,,,,,,
Run_3245,0.000888046,3142.150461,109359.0486,1040591.361,,,,,,
Run_3246,0.000963208,3165.549071,130497.2935,1039243.006,,,,,,
Run_3247,0.111808192,59556.92492,43848.34038,8361.298767,,,,,,
Run_3248,0.000963208,3165.549071,130497.2935,1039243.006,,,,,,
Run_3249,0.000950228,3184.673288,8917397.148,20441811.63,,,,,,
Run_3250,0.001106601,3248.022979,44112240.3,98273323.33,,,,,,
Run_3251,0.000950119,3184.600444,5506222.499,14799385.12,,,,,,
Run_3252,0.000950422,3184.748777,9190737.683,20900822.06,,,,,,
Run_3253,0.000950228,3184.673288,8917397.148,20441811.63,,,,,,
Run_3254,150804.9268,4503.360177,376.2573417,44907.59468,,,,,,
Run_3255,0.000950228,3184.673288,8917397.148,20441811.63,,,,,,
Run_3256,0.112287528,59737.6302,17860.0139,4639.271087,,,,,,
Run_3257,5.563543649,59798.12698,666.4420253,4574.47939,,,,,,
Run_3258,3.216671767,59851.81071,626.457908,5457.301429,,,,,,
Run_3259,3.216671767,59851.81071,573.8779168,3357.191789,,,,,,
Run_3260,3.216671767,59851.81071,625.0041703,5399.179995,,,,,,
Run_3261,0.11262559,59817.38432,11789.6936,6130.677816,,,,,,
Run_3262,3.216671767,59851.81071,625.0041703,5399.179995,,,,,,
Run_3263,150326.163,5084.457929,579.967497,96092.19234,,,,,,
Run_3264,3.216671767,59851.81071,625.0041703,5399.179995,,,,,,
Run_3265,0.070368547,42921.17679,102105.9768,303585.1264,,,,,,
Run_3266,0.064556777,40526.60891,93346.14792,284566.9206,,,,,,
Run_3267,0.070368547,42921.17679,102455.9816,305283.0964,,,,,,
Run_3268,0.070368547,42921.17678,102004.9062,303095.4576,,,,,,
Run_3269,0.070368547,42921.17679,102105.9768,303585.1264,,,,,,
Run_3270,3910.051878,56009.49461,201.3746158,6775.05021,,,,,,
Run_3271,0.073581103,44325.18358,90931.60376,276915.937,,,,,,
Run_3272,0.070368547,42921.17679,102105.9768,303585.1264,,,,,,
Run_3273,3493.221852,56366.79095,222.5408797,6494.709305,,,,,,
Run_3274,4119.567843,55724.56516,198.0407162,5731.351375,,,,,,
Run_3275,4119.567843,55724.56516,198.7769379,5804.156592,,,,,,
Run_3276,4119.567843,55724.56516,198.6951091,5796.065095,,,,,,
Run_3277,0.068047212,42057.20982,84579.54156,262564.4353,,,,,,
Run_3278,4606.461232,55300.85886,179.6391957,6074.476745,,,,,,
Run_3279,4119.567843,55724.56516,198.6951091,5796.065095,,,,,,
Run_3280,4119.567843,55724.56516,198.6951091,5796.065095,,,,,,
Run_3281,0.000798153,3139.798142,12147064.45,56105611.21,,,,,,
Run_3282,0.000795272,3139.527615,9561949.664,45073200.85,,,,,,
Run_3283,0.000798146,3139.795503,12147063.28,56105605.53,,,,,,
Run_3284,0.000798152,3139.797986,12147064.44,56105610.46,,,,,,
Run_3285,0.000798153,3139.798142,12147064.45,56105611.21,,,,,,
Run_3286,0.000821803,3141.676061,16065319.78,55593350.28,,,,,,
Run_3287,0.000692561,3090.791051,3994459.996,26918287.16,,,,,,
Run_3288,0.001936631,3733.990282,1559151719,7529621361,,,,,,
Run_3289,0.001314177,3468.353859,452344256.1,2358050940,,,,,,
Run_3290,0.001309472,3466.047818,340760023.6,1783852864,,,,,,
Run_3291,0.001309197,3465.965761,340759983.6,1783852682,,,,,,
Run_3292,0.001309162,3465.955437,340759977.7,1783852653,,,,,,
Run_3293,0.00129447,3463.964398,254007245.5,1792523478,,,,,,
Run_3294,0.001973753,3733.537838,1536877536,5580792337,,,,,,
Run_3295,0.000700929,3091.436793,4260395.571,21822692.83,,,,,,
Run_3296,0.001309162,3465.955437,340759977.7,1783852653,,,,,,
Run_3297,0.00087634,3126.381253,133431.5794,1401498.483,,,,,,
Run_3298,0.000862926,3122.371303,106009.3859,1212369.803,,,,,,
Run_3299,0.00087634,3126.381253,133431.5794,1401498.483,,,,,,
Run_3300,0.000876341,3126.381628,133508.8459,1401964.037,,,,,,
Run_3301,0.00087634,3126.381253,133431.5794,1401498.483,,,,,,
Run_3302,0.000860393,3121.600304,126440.7247,1402104.357,,,,,,
Run_3303,0.001009069,3179.416429,262895.3689,1680361.492,,,,,,
Run_3304,0.112190432,59655.35559,42199.46465,7412.047502,,,,,,
Run_3305,0.112030482,59610.79309,42683.30027,9676.933787,,,,,,
Run_3306,0.111913765,59575.73658,44809.886,9723.358089,,,,,,
Run_3307,0.111913765,59575.73655,44419.68097,9039.156763,,,,,,
Run_3308,0.111913765,59575.73658,44809.886,9723.358089,,,,,,
Run_3309,0.111991396,59605.36113,41965.20726,8927.951897,,,,,,
Run_3310,0.112009744,59594.91399,48446.97583,8820.462326,,,,,,
Run_3311,0.000959346,3164.340751,194554.1801,1434623.207,,,,,,
Run_3312,0.111913765,59575.73658,44809.886,9723.358089,,,,,,
Run_3313,0.003670289,3967.727839,34721372.73,46137729.64,,,,,,
Run_3314,0.003078707,3929.079699,5569361.97,10732202,,,,,,
Run_3315,0.003670289,3967.727839,34721372.73,46137729.64,,,,,,
Run_3316,0.003670009,3967.637524,34720092.9,46136692.5,,,,,,
Run_3317,0.003670289,3967.727839,34721372.73,46137729.64,,,,,,
Run_3318,0.00257565,3905.033708,13999713.78,47557544.24,,,,,,
Run_3319,0.003670289,3967.727839,34721372.73,46137729.64,,,,,,
Run_3320,0.001435522,3401.828245,909741.4556,1382220.65,,,,,,
Run_3321,0.000929278,3182.97682,371481.2241,1422738.724,,,,,,
Run_3322,0.000907022,3181.256924,86337.34269,556173.1003,,,,,,
Run_3323,0.000907023,3181.257084,86339.36162,556177.7553,,,,,,
Run_3324,0.000907022,3181.256924,86337.34269,556173.1003,,,,,,
Run_3325,0.001148395,3268.209355,231205.1475,549325.069,,,,,,
Run_3326,0.000907022,3181.256924,86337.34269,556173.1003,,,,,,
Run_3327,0.002524358,3904.314675,2007543.196,10875566.34,,,,,,
Run_3328,0.000907022,3181.256924,86337.34269,556173.1003,,,,,,
Run_3329,0.000749336,3135.769345,103610.0887,1482731.536,,,,,,
Run_3330,0.000792924,3139.234526,4213854.458,20267838.46,,,,,,
Run_3331,0.000749336,3135.769525,103616.7984,1482760.208,,,,,,
Run_3332,0.000749336,3135.769476,103616.6267,1482759.068,,,,,,
Run_3333,0.000749336,3135.769345,103610.0887,1482731.536,,,,,,
Run_3334,129274.5476,3363.287766,279.8996953,14923.41214,,,,,,
Run_3335,0.000749336,3135.769345,103610.0887,1482731.536,,,,,,
Run_3336,0.000749336,3135.769345,103610.0887,1482731.536,,,,,,
Run_3337,129274.5476,3363.287766,286.1352886,16027.00257,,,,,,
Run_3338,129253.7463,3806.303305,543.6722299,30879.19377,,,,,,
Run_3339,129253.7462,3806.303304,547.3841956,31473.74761,,,,,,
Run_3340,129253.7463,3806.303305,551.0501351,32059.51932,,,,,,
Run_3341,0.000792955,3139.244842,4213993.472,20268392.93,,,,,,
Run_3342,129253.7463,3806.303305,551.0501351,32059.51932,,,,,,
Run_3343,129253.7463,3806.303305,551.0501351,32059.51932,,,,,,
Run_3344,129253.7463,3806.303305,551.0501351,32059.51932,,,,,,
Run_3345,0.112477794,59787.23347,12308.7711,5635.178043,,,,,,
Run_3346,0.111194749,59464.24064,31392.06814,3336.823677,,,,,,
Run_3347,0.112477794,59787.23345,12281.8794,5331.919081,,,,,,
Run_3348,0.112477794,59787.23347,12267.17275,5170.063749,,,,,,
Run_3349,0.112477794,59787.23347,12308.7711,5635.178043,,,,,,
Run_3350,0.112231113,59693.21912,30543.36812,7982.178742,,,,,,
Run_3351,0.112477794,59787.23347,12308.7711,5635.178043,,,,,,
Run_3352,0.112477794,59787.23347,12308.7711,5635.178043,,,,,,
Run_3353,0.112231113,59693.2191,29151.49372,4388.585358,,,,,,
Run_3354,0.110040407,59022.18268,51831.21299,5889.937434,,,,,,
Run_3355,0.110040407,59022.18268,52073.47937,6020.730607,,,,,,
Run_3356,0.110040407,59022.18261,47394.51564,3620.929803,,,,,,
Run_3357,0.111194749,59464.2406,29065.15684,1891.210774,,,,,,
Run_3358,0.110040407,59022.18261,47394.51564,3620.929803,,,,,,
Run_3359,0.110040407,59022.18261,47394.51564,3620.929803,,,,,,
Run_3360,0.110040407,59022.18261,47394.51564,3620.929803,,,,,,
Run_3361,1228513.652,7936.732592,5356.594344,246405.1357,,,,,,
Run_3362,1225415.212,7038.936345,4126.970256,186440.6815,,,,,,
Run_3363,1228513.652,7936.732591,5193.45231,221551.697,,,,,,
Run_3364,1228513.652,7936.732594,5872.159373,322019.44,,,,,,
Run_3365,1228513.652,7936.732592,5356.594344,246405.1357,,,,,,
Run_3366,0.002614724,3968.161639,4687132781,17109879141,,,,,,
Run_3367,468324.4726,4506.414116,1343.487682,41648.41111,,,,,,
Run_3368,1228513.652,7936.732592,5356.594344,246405.1357,,,,,,
Run_3369,0.001303801,3466.838069,416263902.1,2661969866,,,,,,
Run_3370,0.001274187,3458.733046,11549629.64,121252568.9,,,,,,
Run_3371,0.001273937,3458.616791,10013916.08,113138796.8,,,,,,
Run_3372,0.001274166,3458.726202,11549582.43,121252300.9,,,,,,
Run_3373,467473.5188,4416.627032,1330.72838,47693.35293,,,,,,
Run_3374,0.002408136,3905.477526,119682957.8,635504135.1,,,,,,
Run_3375,0.001274166,3458.726202,11549582.43,121252300.9,,,,,,
Run_3376,0.001274166,3458.726202,11549582.43,121252300.9,,,,,,
Run_3377,0.072233947,43786.17202,78288.03668,300060.5712,,,,,,
Run_3378,0.089159204,50586.11872,93308.69373,351210.8985,,,,,,
Run_3379,0.072233947,43786.17202,78266.30012,299880.2038,,,,,,
Run_3380,0.072233947,43786.17202,78334.72901,300448.1127,,,,,,
Run_3381,0.072233947,43786.17202,78288.03668,300060.5712,,,,,,
Run_3382,0.097189175,53776.68306,90441.74576,123977.5052,,,,,,
Run_3383,0.062335837,39578.19305,98670.43793,381027.3055,,,,,,
Run_3384,0.072233947,43786.17202,78288.03668,300060.5712,,,,,,
Run_3385,0.093081198,51949.79978,116265.6891,167406.0445,,,,,,
Run_3386,0.10272922,55591.31444,128242.5976,186494.7966,,,,,,
Run_3387,0.10272922,55591.31443,128105.108,186013.9507,,,,,,
Run_3388,0.10272922,55591.31444,128212.9571,186391.1281,,,,,,
Run_3389,0.08247115,47747.14305,132129.6623,475103.7419,,,,,,
Run_3390,0.104653028,56606.83508,95360.29735,134028.8634,,,,,,
Run_3391,0.10272922,55591.31444,128212.9571,186391.1281,,,,,,
Run_3392,0.10272922,55591.31444,128212.9571,186391.1281,,,,,,
Run_3393,0.000798181,3139.632725,3528372.414,16004037.88,,,,,,
Run_3394,0.000793644,3139.261134,2343382.985,11515449.37,,,,,,
Run_3395,0.000798182,3139.633322,3528372.807,16004039.35,,,,,,
Run_3396,0.000798155,3139.62423,3528246.665,16003592.15,,,,,,
Run_3397,0.000798181,3139.632725,3528372.414,16004037.88,,,,,,
Run_3398,0.000818548,3141.211445,4636040.077,15932396.35,,,,,,
Run_3399,0.000798181,3139.632725,3528372.414,16004037.88,,,,,,
Run_3400,0.06372018,40218.71564,91534.95354,462003.9294,,,,,,
Run_3401,0.084509962,48701.8737,101331.5267,276260.342,,,,,,
Run_3402,0.081313808,47437.48369,97099.99289,265224.0791,,,,,,
Run_3403,0.081313808,47437.48373,98735.68125,273968.5373,,,,,,
Run_3404,0.081313808,47437.4837,97626.05082,268030.7884,,,,,,
Run_3405,0.059280169,38343.24513,84572.87986,431830.7442,,,,,,
Run_3406,0.081313808,47437.4837,97626.05082,268030.7884,,,,,,
Run_3407,0.000815452,3140.944168,3148507.364,11471386.9,,,,,,
Run_3408,0.081313808,47437.4837,97626.05082,268030.7884,,,,,,
Run_3409,114.7171761,59798.38906,398.7491915,9469.818912,,,,,,
Run_3410,122.5240601,59783.44098,388.3149059,9221.529002,,,,,,
Run_3411,114.7171761,59798.38906,398.9500187,9485.584319,,,,,,
Run_3412,114.7171761,59798.38905,399.3358065,9515.868489,,,,,,
Run_3413,114.7171761,59798.38906,398.7491915,9469.818912,,,,,,
Run_3414,0.075999633,45291.9348,91460.45186,644014.8638,,,,,,
Run_3415,155.6420929,59845.26262,336.266397,11858.93895,,,,,,
Run_3416,101733.8253,4802.797164,633.3218268,54679.16005,,,,,,
Run_3417,0.000909124,3182.168053,38074862.63,141453739.1,,,,,,
Run_3418,0.000905125,3181.733382,31323976.79,116377751.6,,,,,,
Run_3419,0.000905113,3181.729255,31323975.06,116377743.1,,,,,,
Run_3420,0.00090513,3181.73472,31323977.74,116377752.2,,,,,,
Run_3421,149156.2343,6059.981407,1061.236682,125246.1812,,,,,,
Run_3422,0.000694225,3090.941891,5226180.737,33982678.22,,,,,,
Run_3423,0.063869224,40147.06657,132099.244,827902.7147,,,,,,
Run_3424,0.00090513,3181.73472,31323977.74,116377752.2,,,,,,
Run_3425,0.001322299,3282.036367,813842.1252,2675560.883,,,,,,
Run_3426,0.00130871,3278.174586,683543.0312,2318179.116,,,,,,
Run_3427,0.001322304,3282.038017,813867.3166,2675666.284,,,,,,
Run_3428,0.001322301,3282.036893,813854.3865,2675609.547,,,,,,
Run_3429,0.001322299,3282.036367,813842.1252,2675560.883,,,,,,
Run_3430,0.001175434,3239.364033,639066.3963,2694798.422,,,,,,
Run_3431,0.001163,3224.464286,529983.8743,2288386.947,,,,,,
Run_3432,0.001322299,3282.036367,813842.1252,2675560.883,,,,,,
Run_3433,0.001056742,3193.594107,417117.1135,2299679.166,,,,,,
Run_3434,0.001040915,3188.91645,346623.6114,2008959.027,,,,,,
Run_3435,0.001040916,3188.91694,346631.4058,2009015.373,,,,,,
Run_3436,0.001040915,3188.916968,346631.8093,2009018.417,,,,,,
Run_3437,0.001153215,3221.682361,446034.6083,1999854.734,,,,,,
Run_3438,0.001154051,3233.030893,529153.9517,2333886.458,,,,,,
Run_3439,0.001040915,3188.916968,346631.8093,2009018.417,,,,,,
Run_3440,0.001040915,3188.916968,346631.8093,2009018.417,,,,,,
Run_3441,0.110921051,59233.87843,65089.12361,10602.82099,,,,,,
Run_3442,0.110427408,59069.68785,67714.56708,10465.30181,,,,,,
Run_3443,0.110921051,59233.87841,64417.21788,10042.27755,,,,,,
Run_3444,0.110921051,59233.87843,65314.95625,10793.78181,,,,,,
Run_3445,0.110921051,59233.87843,65089.12361,10602.82099,,,,,,
Run_3446,1.900253745,59781.13976,1164.435759,3056.960726,,,,,,
Run_3447,0.110921051,59233.87843,65089.12361,10602.82099,,,,,,
Run_3448,0.001266643,3458.544361,5432626.154,74634740.3,,,,,,
Run_3449,462202.084,4527.008224,1536.737438,176820.201,,,,,,
Run_3450,462203.0653,4513.091751,1447.755889,137666.3514,,,,,,
Run_3451,462203.0653,4513.09175,1353.745765,117587.0469,,,,,,
Run_3452,462203.0653,4513.091751,1416.563379,131061.4122,,,,,,
Run_3453,0.001261251,3458.432816,1987537.55,35838979.52,,,,,,
Run_3454,462203.0653,4513.091751,1416.563379,131061.4122,,,,,,
Run_3455,2.351892767,59754.45883,1272.923949,2758.434631,,,,,,
Run_3456,462203.0653,4513.091751,1416.563379,131061.4122,,,,,,
Run_3457,0.001291047,3458.776015,5340642.96,39123457.78,,,,,,
Run_3458,0.001302462,3460.818597,99408448.99,447231122.2,,,,,,
Run_3459,0.001291047,3458.776015,5340642.96,39123457.78,,,,,,
Run_3460,0.001291049,3458.776645,5340643.527,39123460.46,,,,,,
Run_3461,0.001291047,3458.776015,5340642.96,39123457.78,,,,,,
Run_3462,469855.5854,3528.269291,94.34721034,2096.451774,,,,,,
Run_3463,0.00254503,3905.562753,54055633.51,185514865.6,,,,,,
Run_3464,0.000899506,3133.371868,34334.85547,458538.2373,,,,,,
Run_3465,64699.41784,3556.309045,51.96945556,1712.809012,,,,,,
Run_3466,61209.44999,5900.728116,54.21227397,1797.299412,,,,,,
Run_3467,61209.44999,5900.728116,54.14784842,1790.114107,,,,,,
Run_3468,61209.44999,5900.728116,54.21227397,1797.299412,,,,,,
Run_3469,0.001314065,3279.782735,427012.5648,1494119.239,,,,,,
Run_3470,56230.83108,7337.503891,27.41435583,613.435489,,,,,,
Run_3471,1235357.786,4424.146022,667.7727406,22080.88854,,,,,,
